,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
525,-0.02250327990909517,-0.04168857283270843,-0.005910219225640015,-0.1269909854857074,-0.061220208058140504,-0.061869518163155876,0.0418114608038701,-0.07653596849936459,-0.022939470601964256,-0.07703356080061334,-0.0832747303727149,-0.01410392507242876,-0.02203951905593362,-0.047734637450656495,-0.02236519963219081,-0.02461623470019819,-0.044331384846561364,-0.05469152919229573,-0.06991746443326767,-0.05146366223786063,-0.07145756916226151,-0.07063563712788243,-0.03620379634038606,-0.07878944209129901,-0.041492228626287514,-0.0846522477178079,-0.04678288396479127,-0.00638456981250604,-0.05016161798903959,-0.08214057161282008,-0.020212564264427586,-0.06610580061234192,-0.05480125708891097,-0.06308519518815497,-0.10168593949796667,-0.09092953613703897,-0.06573258793364276,-0.04991538547519085,-0.031865402361041635,-0.0647496937365439,-0.05116890055221557,-0.10136463567482011,-0.07136400173469741,-0.08046952457519224,0.010555708204028222,-0.020498585721273554,-0.012304305763357337,-0.019870142902160003,-0.04095279216614355
526,0.01675060217191543,0.004375949469949373,0.2061330979433529,-0.010740522891568197,-0.006116302917086017,0.0011706494832028902,0.0414454789985238,0.028164318541221874,-0.04359905842268857,0.04460183129499565,0.024355860361746855,0.05808460629192058,0.029375041722121242,0.01486166404038227,0.005591541885910191,-0.002940312337618694,-0.016511308447612345,0.005642710106171201,0.03814800765229078,-0.006775923310205875,0.04937997639095941,0.05307698378624039,0.006456003209523077,0.006301555729635138,-0.020894639580507877,0.00281033211183309,0.18808335948231414,0.024204038796360385,0.09534190348623955,-0.0019611134816593864,0.013306999377521844,0.05203903258474112,0.03567543920208128,0.0323193853518049,0.10364432787186995,0.07260349151429304,0.12509967438248168,0.03840278598029372,-0.030943418993206753,-0.028766786592206377,-0.0020206132332465073,0.010584417511547596,0.057467966934860476,-0.01386216206013115,0.0031048955341978525,0.0060495413351546005,0.021707257025059736,0.03197957040106315,-0.0006078049295347443
527,0.0059113666093027276,-0.04150108285666818,-0.028798721676628822,-0.0006032825787326349,-0.07166159668680597,-0.0008813440248924796,-0.00565507451433277,-0.03022457596134261,-0.023154458692559762,-0.15123617714205584,-0.07774812678695815,-0.02393197138604354,-0.04186866454358644,-0.09005732012765044,-0.0032021816864540743,-0.04604873431830652,-0.04595357790283155,-0.03189405601272836,-0.02503960128183337,-0.012651104145147692,0.008420770583851198,-0.055577588614744676,-0.06258467364791999,-0.08442877356264415,-0.06412890602991676,-0.08128030430806796,-0.010108158368151106,-0.01868042449845905,-0.0013395280465996542,-0.057426432550379575,-0.020014029605208466,0.00238176720314333,-0.06404353649172055,-0.006449406656476473,0.05686647225575268,0.00034069347629345215,0.013263991116089696,0.014551052171459331,-0.05579211578488579,-0.061078711481846695,-0.05729888771389985,0.004366743355958335,-0.021387842921133472,-0.024253012035432717,-0.04180243526810448,-0.08252662353496616,-0.01528351354799187,-0.007389368773833399,-0.025408756435409567
528,0.02225471322354541,0.011774678987761536,-0.06396464296245113,-0.060099778976868044,0.022331224430393266,-0.014384096553922764,-0.07049765004865731,-0.07488907026170502,-0.018780966543245455,-0.0406179510964534,-0.0919227674887531,0.03008662466880234,0.018794042891944227,0.004332173272181855,0.050176323985500065,-0.010120334857384282,0.015148355465751526,0.04831994589343551,0.10443051795499368,0.04935499079254609,0.036676157098207506,-0.058067393447076204,-0.01813232836899718,-0.005783276091081809,0.0032583817157710478,0.0033629471606484024,0.008255142903615634,-0.007520842056128237,-0.0803336425480593,0.02036286424122595,-0.018170377567784977,-0.0519464125049503,-0.042811124709622506,-0.024595504596433948,0.012226240565360189,-0.02082605743724339,0.0015076601849498689,0.043025941848994526,-0.023523170686226683,-0.05439568731833238,0.007842112546774062,0.011997852994274173,-0.1061196396663692,-0.05044852590467859,-0.06185154011243752,-0.010384955349294971,0.014609152468265945,-0.043666179516371514,0.0547672538028485
529,0.02261286781582206,-0.039920477144620985,-0.09756916984902447,-0.04436156815837823,-0.005041836741468398,-0.019738081842199114,-0.08050392376913308,0.030936436740282926,-0.06542142336173737,-0.016810218787703397,-0.050264940832136513,0.0005554827291702497,-0.023850549358519237,-0.013999918649298688,-0.02883719618890001,-0.02975589462361126,-0.058773827498102796,-0.04403265801504894,-0.0376216753656481,-0.05806580310136742,-0.02979615548938818,0.005199393548811403,0.011540069806172313,0.019113146628414332,0.006527730569522602,0.002840932776523664,-0.09791560268635759,-0.09649592910163653,0.03537321674241304,-0.04712687415079993,-0.05558836760849443,-0.03292128870641209,-0.020920336752629352,-0.010210245489269148,0.037408806981197355,0.032152698426825395,0.08634147447756382,0.06727662708474413,-0.030961623382251963,-0.03580593317182671,-0.026471451111596538,-0.023757360049005454,-0.026946867027316072,-0.04429600989810424,-0.024221089804663747,-0.0609941760258807,-0.016039758205582483,0.05149059897306928,-0.022396793497902304
530,-0.02792727994762939,3.25546561069142e-05,-0.02826558262408345,0.01264585674703662,0.031802226908393974,0.027346687474893598,0.1073636799987767,0.021331296864833798,0.05364125075987353,0.09088650069661912,0.10040588663813388,0.06127855892094321,0.01926733178506322,0.005566044196580605,-0.0008711173311344717,0.0052082984621493415,0.024097054906733792,0.055038150041680944,0.045678825652759214,0.05932782962564838,0.08116986979140411,0.09682156498185344,0.0007845523867437212,-0.015651048684839335,-0.0453406102462907,-0.020728768723701458,-0.040279857416189696,0.003465531642839125,0.06190346182152612,0.0828433338220093,0.03430798319036898,0.11678000667901679,0.023922468920894568,0.04949165383896409,0.05991288735343428,0.05286943964837604,0.10664252684361303,0.0808689386135403,0.023766493497012445,0.015611251462213914,0.03992785844591738,0.04349585136439341,0.06633822159165437,0.022306730203092047,0.04319283604567016,0.017773802319030717,-0.012194888234515512,0.1213834913977916,0.011856482518146218
531,-0.02652286705905357,-0.03192789625658736,-0.03351537672464953,-0.07657017712734286,-0.06472120111557754,-0.018284126674661505,-0.02356214802928852,0.0054510260969131245,-0.2886710844488528,-0.013988826144168841,-0.030830154869498347,-0.00941380289038811,-0.004348143676688592,-0.04423514473775982,-0.023745424288932934,-0.04317329393556675,-0.04885314861735625,-0.014029541250487687,-0.038749133690543634,-0.01767512506922799,0.010245696867441607,-0.05303465867400903,-0.006092635026001937,-0.056319473426549575,-0.007418330869861682,-0.02626746371963956,0.05348779509845881,0.0014993880663343338,0.08762588599671668,0.032770110203169805,-0.016391169826510718,-0.006201855475660644,-0.029856732785177226,-0.014721715928361589,0.02635915548117882,0.04927793464792702,0.015298532453923602,0.012316241456448905,-0.05045007351240618,0.030621081016457212,-0.019061319391339447,0.014749992883170025,-0.03701210252365437,-0.009225660955104706,-0.05390345786172175,-0.05720599068333731,-0.00024208965991620764,0.04656639007903048,-0.05110873306869308
532,0.02798575293280051,0.09630335050892001,0.047228976050162574,0.07613365917360582,0.0806455936558644,0.05272926373301088,0.035870533085948876,0.07553888166193082,0.09974309214763247,0.1105363922849425,0.07143132181636126,0.012940262920736774,0.0016442224329646787,0.10595439464300532,0.008044069894715997,0.05055497139341628,0.09835455858770095,0.07232423386642862,0.002278780524182523,0.04568960041307175,0.012407494453737556,0.05650845447409778,0.057213349056113166,0.10170280655996082,0.1216610419179884,0.06322178201367015,-0.01140252006544103,0.07666348897042509,-0.1528963349219049,0.012704977844707973,0.04212919555025331,-0.009177253516729721,0.04928355516155165,0.003258073769195777,-0.012366764635305713,-0.031234005581905554,-0.015624006547888782,-0.06470894955014772,0.07928109488054705,0.09333101239030397,0.07862322019318874,0.04374459663973486,0.13064003906941768,0.07834236994659301,0.15707412220962824,0.1422504962214104,0.04530294349661871,0.03554766794122939,0.028380331111487928
533,-0.009603145455208923,-0.012723014341894935,-0.03226852466186649,-0.03354099087945524,-0.01834251018659219,0.034863757858243104,0.07174463073970741,0.06075940799102729,-0.0022277553169694478,0.02276660133711285,-0.01695814070285134,-0.0014930608579666882,-0.02633527494657275,0.025894444747553518,0.006852764743657295,0.009971539665507678,0.022042840439907386,0.04800935284556584,0.07496863186448512,-0.017088042483219996,0.05234588858919876,0.12293430617461278,0.024110760313131398,0.011459733029472306,0.0347501760745044,-0.017115965304081143,0.00963295760456495,0.006464586097363627,0.03347818483176437,0.013192086554927613,-0.006243710172972677,0.008824276386632971,0.02077651024098463,0.018466050885558433,0.07266280884760941,0.061452997409818945,0.039603936509020665,0.03554269008444119,0.015249925638691646,-0.013363780625891854,0.022964764144486303,0.020581091866562568,0.012077379805525085,0.010244757950793944,0.043971015065581855,0.08540749499044348,0.019661811608866098,0.0780352353160997,-0.0460010893264121
534,0.07783204171728439,0.062100231021480476,0.023752309780045715,0.027503584363896584,0.04574300734514583,-0.007325856540971367,-0.022174722759855946,-0.013518664859154553,0.008404260168307604,0.061148653929753216,0.04601018883800513,-0.04534461263432482,0.015876765654670465,0.029723343388537528,-0.02751341485471003,0.060436489709068966,0.0351668303906813,0.005031852197455396,-0.04974901870234267,0.0214510285375225,-0.060118132304150446,-0.01961082916278992,0.0062516384807975575,0.05989526072545732,0.03459810328576953,0.10935363588890366,-0.04285822271467254,-0.008094768843614326,-0.07968985351986667,0.04577586124858826,0.028291587079974947,-0.001689353319184633,0.032548555279800925,-0.03949831840204969,-0.06291160615972104,-0.10110803195981423,-0.0633699512781171,-0.02925847099841379,0.027369782490733244,0.005123460480272072,0.017331265115757846,-0.005856944607551852,0.02541423725742454,0.06074173071144594,-0.012746857751962028,0.0377635283257057,0.001072778008834316,-0.09107498301773907,0.03578414838371935
